iter	Passed	Remaining
258	625	1790
259	628	1787
260	630	1784
261	632	1781
262	634	1778
263	637	1776
264	639	1773
265	641	1769
266	643	1767
267	645	1763
268	648	1761
269	650	1757
270	652	1754
271	654	1752
272	656	1748
273	658	1745
274	661	1742
275	663	1739
276	665	1736
277	667	1733
278	669	1730
279	671	1727
280	673	1723
281	675	1720
282	677	1717
283	680	1714
284	681	1710
285	684	1708
286	686	1705
287	688	1702
288	691	1700
289	693	1697
290	695	1694
291	697	1691
292	699	1688
293	701	1684
294	703	1681
295	705	1677
296	707	1674
297	709	1671
298	711	1668
299	713	1665
300	715	1662
301	717	1658
302	719	1656
303	721	1652
304	723	1649
305	726	1647
306	728	1644
307	730	1641
308	733	1639
309	735	1636
310	737	1633
311	739	1631
312	741	1628
313	744	1627
314	747	1625
315	750	1623
316	753	1622
317	755	1620
318	758	1618
319	760	1616
320	763	1614
321	765	1611
322	767	1608
323	769	1605
324	771	1602
325	774	1600
326	776	1597
327	778	1594
328	780	1591
329	782	1589
330	784	1586
331	787	1584
332	789	1580
333	791	1578
334	793	1575
335	795	1572
336	798	1570
337	800	1567
338	802	1564
339	804	1561
340	806	1558
341	808	1556
342	811	1553
343	813	1551
344	815	1548
345	817	1545
346	820	1543
347	822	1541
348	824	1538
349	826	1535
350	828	1532
351	831	1530
352	833	1528
353	835	1525
354	838	1522
355	840	1520
356	842	1518
357	845	1515
358	847	1512
359	849	1510
360	851	1507
361	853	1504
362	855	1501
363	858	1499
364	860	1496
365	861	1493
366	864	1490
367	866	1487
368	868	1485
369	870	1482
370	872	1479
371	875	1477
372	877	1474
373	879	1472
374	882	1470
375	883	1466
376	885	1463
377	888	1461
378	890	1458
379	892	1456
380	894	1453
381	896	1451
382	899	1448
383	901	1445
384	903	1443
385	906	1441
386	908	1438
387	911	1436
388	913	1434
389	915	1432
390	918	1430
391	920	1428
392	923	1426
393	925	1423
394	927	1420
395	929	1418
396	931	1415
397	934	1412
398	936	1410
399	938	1407
400	940	1405
401	943	1403
402	945	1400
403	947	1398
404	950	1395
405	952	1393
406	954	1390
407	956	1388
408	959	1386
409	961	1384
410	964	1381
411	966	1378
412	968	1376
413	970	1373
414	972	1371
415	974	1368
416	976	1365
417	979	1363
418	981	1360
419	983	1358
420	985	1355
421	988	1353
422	990	1351
423	992	1348
424	995	1346
425	997	1344
426	1000	1342
427	1002	1339
428	1004	1336
429	1006	1334
430	1009	1332
431	1012	1330
432	1014	1328
433	1016	1326
434	1019	1323
435	1021	1321
436	1023	1318
437	1026	1316
438	1028	1314
439	1032	1314
440	1035	1312
441	1037	1309
442	1040	1307
443	1042	1305
444	1044	1302
445	1047	1300
446	1049	1298
447	1051	1295
448	1054	1294
449	1056	1291
450	1058	1288
451	1061	1286
452	1063	1283
453	1065	1280
454	1067	1278
455	1069	1275
456	1071	1273
457	1074	1271
458	1076	1269
459	1079	1267
460	1081	1264
461	1083	1261
462	1085	1259
463	1087	1256
464	1090	1254
465	1092	1252
466	1095	1250
467	1097	1247
468	1099	1245
469	1102	1242
470	1104	1240
471	1106	1237
472	1108	1235
473	1110	1232
474	1113	1230
475	1115	1228
476	1117	1225
477	1120	1223
478	1122	1220
479	1125	1218
480	1127	1216
481	1129	1213
482	1131	1211
483	1133	1208
484	1136	1206
485	1138	1203
486	1140	1201
487	1142	1199
488	1145	1196
489	1147	1193
490	1149	1191
491	1151	1189
492	1154	1186
493	1156	1184
494	1158	1181
495	1160	1179
496	1162	1176
497	1164	1174
498	1167	1172
499	1169	1169
500	1171	1167
501	1174	1164
502	1176	1162
503	1178	1160
504	1181	1157
505	1183	1155
506	1185	1152
507	1187	1150
508	1190	1148
509	1192	1146
510	1194	1143
511	1197	1141
512	1199	1138
513	1201	1136
514	1203	1133
515	1205	1131
516	1208	1128
517	1210	1126
518	1212	1123
519	1215	1121
520	1217	1119
521	1219	1116
522	1221	1114
523	1223	1111
524	1226	1109
525	1228	1106
526	1230	1104
527	1233	1102
528	1235	1099
529	1237	1097
530	1239	1094
531	1240	1091
532	1243	1089
533	1245	1086
534	1247	1084
535	1249	1081
536	1251	1078
537	1253	1076
538	1255	1073
539	1258	1071
540	1260	1069
541	1262	1066
542	1264	1064
543	1267	1062
544	1269	1059
545	1271	1057
546	1274	1055
547	1276	1052
548	1278	1050
549	1280	1047
550	1283	1045
551	1285	1043
552	1287	1041
553	1290	1038
554	1292	1036
555	1294	1033
556	1297	1031
557	1299	1029
558	1301	1026
559	1303	1024
560	1306	1022
561	1308	1019
562	1311	1017
563	1313	1015
564	1315	1012
565	1317	1010
566	1319	1007
567	1322	1005
568	1324	1003
569	1326	1001
570	1329	998
571	1332	996
572	1334	994
573	1336	991
574	1338	989
575	1340	986
576	1342	984
577	1344	981
578	1346	979
579	1348	976
580	1350	974
581	1352	971
582	1355	969
583	1357	967
584	1359	964
585	1362	962
586	1365	960
587	1367	957
588	1369	955
589	1371	953
590	1374	951
591	1376	948
592	1378	946
593	1381	944
594	1383	941
595	1385	939
596	1388	937
597	1391	935
598	1393	932
599	1395	930
600	1397	927
601	1400	925
602	1402	923
603	1404	920
604	1406	918
605	1408	915
606	1410	913
607	1413	911
608	1415	908
609	1416	905
610	1418	903
611	1421	901
612	1424	899
613	1426	896
614	1429	894
615	1431	892
616	1433	889
617	1435	887
618	1437	885
619	1440	882
620	1442	880
621	1444	877
622	1446	875
623	1449	873
624	1451	870
625	1454	868
626	1456	866
627	1458	864
628	1461	861
629	1463	859
630	1466	857
631	1468	855
632	1470	852
633	1472	850
634	1474	847
635	1476	845
636	1478	842
637	1480	840
638	1483	838
639	1486	835
640	1488	833
641	1490	831
642	1492	828
643	1494	826
644	1496	823
645	1498	821
646	1501	819
647	1502	816
648	1504	813
649	1506	811
650	1508	808
651	1510	806
652	1512	803
653	1514	801
654	1517	799
655	1519	796
656	1521	794
657	1523	791
658	1525	789
659	1527	787
660	1530	784
661	1531	782
662	1534	779
663	1536	777
664	1538	775
665	1540	772
666	1543	770
667	1546	768
668	1547	765
669	1549	763
670	1552	761
671	1554	758
672	1556	756
673	1558	753
674	1560	751
675	1562	749
676	1564	746
677	1567	744
678	1569	741
679	1571	739
680	1574	737
681	1576	734
682	1578	732
683	1580	730
684	1583	727
685	1585	725
686	1587	723
687	1589	720
688	1591	718
689	1593	715
690	1594	713
691	1597	710
692	1599	708
693	1601	706
694	1603	703
695	1606	701
696	1608	699
697	1610	696
698	1612	694
699	1615	692
700	1617	689
701	1619	687
702	1622	685
703	1624	682
704	1626	680
705	1628	678
706	1630	675
707	1632	673
708	1634	670
709	1636	668
710	1639	666
711	1641	663
712	1643	661
713	1645	659
714	1647	656
715	1650	654
716	1652	652
717	1655	650
718	1657	647
719	1659	645
720	1662	643
721	1664	640
722	1667	638
723	1669	636
724	1671	633
725	1673	631
726	1675	629
727	1678	627
728	1680	624
729	1682	622
730	1684	620
731	1687	617
732	1689	615
733	1692	613
734	1694	610
735	1696	608
736	1698	606
737	1700	603
738	1702	601
739	1705	599
740	1707	596
741	1710	594
742	1712	592
743	1714	589
744	1716	587
745	1719	585
746	1721	582
747	1723	580
748	1725	578
749	1727	575
750	1729	573
751	1732	571
752	1734	568
753	1736	566
754	1738	564
755	1740	561
756	1742	559
757	1747	557
758	1749	555
759	1752	553
760	1755	551
761	1758	549
762	1761	547
763	1764	545
764	1766	542
765	1769	540
766	1771	538
767	1774	535
768	1776	533
769	1779	531
770	1781	529
771	1784	526
772	1786	524
773	1788	522
774	1790	519
775	1793	517
776	1795	515
777	1798	513
778	1800	510
779	1802	508
780	1804	506
781	1807	503
782	1809	501
783	1811	499
784	1814	496
785	1816	494
786	1818	492
787	1821	489
788	1823	487
789	1825	485
790	1827	482
791	1829	480
792	1831	478
793	1834	475
794	1836	473
795	1838	471
796	1840	468
797	1842	466
798	1844	464
799	1846	461
800	1848	459
801	1851	457
802	1853	454
803	1855	452
804	1858	450
805	1860	447
806	1862	445
807	1864	443
808	1867	440
809	1869	438
810	1871	436
811	1873	433
812	1876	431
813	1878	429
814	1881	427
815	1883	424
816	1886	422
817	1888	420
818	1890	417
819	1893	415
820	1895	413
821	1897	410
822	1900	408
823	1902	406
824	1904	404
825	1906	401
826	1908	399
827	1911	397
828	1913	394
829	1915	392
830	1918	390
831	1920	387
832	1922	385
833	1924	383
834	1926	380
835	1928	378
836	1931	376
837	1933	373
838	1935	371
839	1938	369
840	1940	366
841	1942	364
842	1944	362
843	1947	359
844	1949	357
845	1951	355
846	1953	352
847	1955	350
848	1958	348
849	1960	345
850	1962	343
851	1964	341
852	1966	338
853	1968	336
854	1971	334
855	1973	332
856	1975	329
857	1977	327
858	1979	324
859	1981	322
860	1983	320
861	1985	317
862	1987	315
863	1989	313
864	1992	310
865	1995	308
866	1997	306
867	1999	304
868	2001	301
869	2003	299
870	2006	297
871	2008	294
872	2010	292
873	2012	290
874	2014	287
875	2016	285
876	2018	283
877	2020	280
878	2023	278
879	2025	276
880	2027	273
881	2029	271
882	2032	269
883	2034	266
884	2037	264
885	2039	262
886	2041	260
887	2044	257
888	2046	255
889	2049	253
890	2051	250
891	2053	248
892	2055	246
893	2058	244
894	2060	241
895	2062	239
896	2064	237
897	2067	234
898	2069	232
899	2071	230
900	2073	227
901	2075	225
902	2077	223
903	2079	220
904	2081	218
905	2084	216
906	2086	213
907	2088	211
908	2092	209
909	2094	207
910	2096	204
911	2098	202
912	2100	200
913	2102	197
914	2104	195
915	2107	193
916	2109	190
917	2112	188
918	2114	186
919	2115	183
920	2118	181
921	2120	179
922	2122	177
923	2124	174
924	2127	172
925	2129	170
926	2132	167
927	2134	165
928	2136	163
929	2139	161
930	2141	158
931	2143	156
932	2145	154
933	2148	151
934	2150	149
935	2152	147
936	2155	144
937	2157	142
938	2159	140
939	2161	137
940	2164	135
941	2166	133
942	2168	131
943	2171	128
944	2173	126
945	2175	124
946	2177	121
947	2179	119
948	2182	117
949	2184	114
950	2186	112
951	2188	110
952	2190	108
953	2193	105
954	2195	103
955	2197	101
956	2199	98
957	2201	96
958	2203	94
959	2205	91
960	2207	89
961	2210	87
962	2212	85
963	2214	82
964	2217	80
965	2219	78
966	2221	75
967	2224	73
968	2226	71
969	2228	68
970	2230	66
971	2232	64
972	2234	62
973	2237	59
974	2238	57
975	2241	55
976	2243	52
977	2245	50
978	2248	48
979	2250	45
980	2252	43
981	2254	41
982	2256	39
983	2258	36
984	2260	34
985	2262	32
986	2264	29
987	2267	27
988	2269	25
989	2271	22
990	2273	20
991	2275	18
992	2278	16
993	2280	13
994	2282	11
995	2284	9
996	2286	6
997	2288	4
998	2290	2
999	2293	0
