iter	RMSE
498	1611.025281
499	1610.174382
500	1609.130643
501	1608.804114
502	1608.36541
503	1607.703832
504	1606.715488
505	1605.708491
506	1604.573596
507	1604.242386
508	1603.575438
509	1602.349333
510	1601.682643
511	1601.300472
512	1600.707824
513	1599.761634
514	1599.279598
515	1598.488185
516	1597.56661
517	1597.560361
518	1597.020644
519	1596.563919
520	1596.062816
521	1596.029303
522	1595.285098
523	1595.249148
524	1593.575107
525	1593.146257
526	1592.635039
527	1591.942802
528	1591.294296
529	1590.694107
530	1589.724862
531	1589.720802
532	1589.288805
533	1589.262936
534	1588.719577
535	1588.713899
536	1588.650252
537	1587.826832
538	1587.796753
539	1586.946667
540	1586.353913
541	1585.629133
542	1585.184988
543	1585.178334
544	1585.148832
545	1584.738636
546	1584.196483
547	1583.565953
548	1583.562607
549	1582.144646
550	1581.075664
551	1579.526785
552	1579.211962
553	1578.436972
554	1577.677519
555	1577.224121
556	1576.541299
557	1576.536607
558	1575.256423
559	1574.742679
560	1574.554261
561	1573.803066
562	1572.578876
563	1571.472648
564	1570.935623
565	1570.605774
566	1569.835724
567	1569.279802
568	1568.619459
569	1567.323393
570	1566.811682
571	1566.070962
572	1565.399672
573	1565.396623
574	1564.690603
575	1564.179605
576	1562.871786
577	1562.37334
578	1562.367147
579	1561.651399
580	1561.616155
581	1561.451297
582	1561.216453
583	1560.650331
584	1560.375887
585	1559.848553
586	1559.132198
587	1558.759826
588	1558.288442
589	1557.597967
590	1556.820216
591	1556.290151
592	1555.765507
593	1555.08985
594	1555.084361
595	1554.468508
596	1553.937202
597	1553.278883
598	1552.380194
599	1551.397509
600	1550.50386
601	1549.557666
602	1548.610115
603	1547.855886
604	1547.324331
605	1546.88067
606	1546.630132
607	1545.954841
608	1545.722787
609	1545.720234
610	1545.483516
611	1544.865791
612	1544.189728
613	1543.664178
614	1543.242588
615	1542.460605
616	1541.882656
617	1541.411697
618	1540.791425
619	1540.100711
620	1539.922319
621	1539.511067
622	1539.286861
623	1538.438191
624	1537.588515
625	1536.823151
626	1536.611145
627	1536.17772
628	1535.972113
629	1535.46501
630	1535.036143
631	1534.267556
632	1533.825539
633	1533.368011
634	1532.757248
635	1532.478723
636	1532.476232
637	1532.038674
638	1531.099381
639	1530.559988
640	1530.005428
641	1529.999829
642	1529.319832
643	1528.554308
644	1528.407593
645	1528.238034
646	1528.046303
647	1528.043821
648	1527.593375
649	1527.590951
650	1527.585501
651	1527.033214
652	1526.411507
653	1525.903896
654	1525.204527
655	1525.022834
656	1524.695925
657	1523.967485
658	1523.662816
659	1523.302115
660	1523.128557
661	1523.126287
662	1522.455697
663	1522.027249
664	1521.060147
665	1520.1147
666	1519.97928
667	1519.414034
668	1519.411854
669	1519.287799
670	1518.873237
671	1518.582989
672	1518.198519
673	1517.099805
674	1516.579656
675	1515.494926
676	1515.015192
677	1514.307959
678	1513.372176
679	1512.975584
680	1512.674119
681	1512.085403
682	1511.55234
683	1511.429991
684	1511.083036
685	1510.80374
686	1510.357072
687	1509.949039
688	1509.776633
689	1509.439074
690	1509.436878
691	1508.92823
692	1508.869562
693	1508.402745
694	1508.169776
695	1507.651905
696	1507.561056
697	1507.062532
698	1506.638106
699	1506.544794
700	1506.051992
701	1505.486839
702	1504.678935
703	1504.255091
704	1504.250971
705	1503.976948
706	1503.544399
707	1503.217243
708	1503.215319
709	1502.817427
710	1502.694169
711	1502.163924
712	1501.955433
713	1501.78597
714	1501.414327
715	1500.339637
716	1499.726977
717	1499.241041
718	1498.818623
719	1498.663272
720	1498.13437
721	1497.025021
722	1496.493741
723	1496.201442
724	1495.411855
725	1494.7414
726	1494.367427
727	1493.872856
728	1493.689928
729	1493.54597
730	1493.085581
731	1492.673531
732	1492.356762
733	1491.821096
734	1491.545116
735	1491.269622
736	1491.266049
737	1490.719566
738	1490.206393
739	1490.064397
740	1489.701182
741	1489.286916
742	1488.922837
743	1488.724383
744	1488.237664
745	1488.043016
746	1487.652053
747	1486.560083
748	1485.906292
749	1485.425164
750	1485.27295
751	1484.920748
752	1484.787711
753	1484.42767
754	1484.145119
755	1483.643671
756	1483.428444
757	1483.209047
758	1482.986836
759	1481.978581
760	1481.538053
761	1481.087258
762	1480.146378
763	1479.774917
764	1479.348332
765	1478.606563
766	1478.226464
767	1478.119321
768	1477.873909
769	1477.617394
770	1477.210083
771	1476.714463
772	1476.487863
773	1476.484542
774	1475.950554
775	1475.347838
776	1474.75384
777	1474.252899
778	1473.796592
779	1473.573815
780	1473.073028
781	1472.64491
782	1472.567726
783	1471.981181
784	1471.169939
785	1470.705968
786	1470.158722
787	1469.929426
788	1469.416906
789	1468.652864
790	1467.998741
791	1467.762022
792	1467.585353
793	1467.365835
794	1467.013722
795	1466.728222
796	1466.570471
797	1466.257722
798	1465.850691
799	1465.589443
800	1465.190248
801	1464.381898
802	1464.079723
803	1463.229663
804	1462.401567
805	1461.840913
806	1461.710782
807	1461.288212
808	1460.772133
809	1460.448255
810	1460.054469
811	1460.051195
812	1460.033779
813	1459.878938
814	1459.191504
815	1458.809931
816	1458.505469
817	1457.712371
818	1457.442779
819	1457.175438
820	1456.61536
821	1456.004534
822	1455.590687
823	1455.259826
824	1455.060719
825	1454.860849
826	1454.352438
827	1454.025827
828	1453.476122
829	1452.953946
830	1452.179874
831	1451.980984
832	1451.716644
833	1451.440942
834	1451.25298
835	1450.886026
836	1450.55712
837	1450.342328
838	1450.050364
839	1449.830866
840	1449.511454
841	1448.479904
842	1447.832396
843	1447.435268
844	1447.137315
845	1446.823496
846	1446.542821
847	1445.95984
848	1445.617865
849	1445.264198
850	1444.695696
851	1444.501667
852	1444.124816
853	1443.814121
854	1443.698333
855	1443.362127
856	1442.795408
857	1442.31149
858	1442.309977
859	1442.306628
860	1441.959041
861	1441.143031
862	1440.671764
863	1440.147284
864	1439.649698
865	1439.304658
866	1438.886234
867	1438.718907
868	1438.202508
869	1437.863983
870	1437.476008
871	1437.270833
872	1436.971617
873	1436.767749
874	1436.482388
875	1435.819521
876	1435.43942
877	1435.18169
878	1434.536462
879	1434.35137
880	1433.919811
881	1433.450884
882	1432.828965
883	1432.482859
884	1432.052776
885	1431.796806
886	1431.726515
887	1430.980025
888	1430.806462
889	1430.639519
890	1430.196696
891	1429.91106
892	1428.986529
893	1428.800435
894	1428.463328
895	1428.221681
896	1427.909039
897	1427.387172
898	1426.943068
899	1426.939846
900	1426.736137
901	1425.985306
902	1425.54566
903	1425.197771
904	1424.647021
905	1424.329729
906	1424.045307
907	1423.354085
908	1422.893348
909	1422.275162
910	1422.118202
911	1421.675341
912	1421.458555
913	1421.058879
914	1420.846154
915	1420.444995
916	1420.206681
917	1419.914225
918	1419.339782
919	1418.917295
920	1418.678546
921	1417.979754
922	1417.611976
923	1417.197774
924	1416.662763
925	1416.361465
926	1415.981593
927	1415.723995
928	1415.247477
929	1414.820196
930	1414.299275
931	1414.037999
932	1413.457782
933	1413.26987
934	1413.046087
935	1412.770048
936	1412.397406
937	1412.128138
938	1411.786117
939	1411.432387
940	1410.996343
941	1410.738088
942	1410.435051
943	1409.883477
944	1409.411379
945	1409.282357
946	1408.805694
947	1408.217688
948	1407.874256
949	1407.636387
950	1406.935991
951	1406.688173
952	1405.895604
953	1405.586266
954	1405.416902
955	1405.011022
956	1404.96383
957	1404.656416
958	1404.33462
959	1403.959079
960	1403.738195
961	1403.363263
962	1403.006381
963	1402.281558
964	1401.963543
965	1401.799229
966	1401.427167
967	1400.771644
968	1400.447179
969	1400.173824
970	1399.923798
971	1399.252673
972	1399.069576
973	1398.725655
974	1398.722557
975	1398.358464
976	1398.124005
977	1397.908615
978	1397.615977
979	1396.952532
980	1396.61885
981	1396.463145
982	1395.995683
983	1395.992932
984	1395.428824
985	1394.804833
986	1394.402156
987	1394.020192
988	1393.740622
989	1393.533998
990	1393.227098
991	1392.704597
992	1392.440267
993	1392.171704
994	1391.910203
995	1391.467581
996	1391.24432
997	1390.621834
998	1390.494521
999	1390.377434
